TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021,TYPEQU_TEXT
F202,84,1,1125,84,1305,200071371,1305,1,0,PORT DE PLAISANCE – MOUILLAGE
G101,84,1,1125,84,1305,200071371,1305,1,0,AGENCE DE VOYAGE
A01G,84,1,1126,84,1134,200070555,1306,1,0,DRFIP ET DDFIP
D235,84,1,1126,84,1134,200070555,1306,1,0,ORTHOPHONISTE
D303,84,1,1126,84,1134,200070555,1306,1,0,AMBULANCE
D709,84,1,1126,84,1134,200070555,1306,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
G102,84,1,1126,84,1134,200070555,1306,1,0,HÔTEL
D221,84,1,1203,168,1269,200042935,1307,1,0,CHIRURGIEN DENTISTE
A207,84,1,CSZ,GEN,74012,240100750,1308,1,0,RELAIS POSTE
A301,84,1,CSZ,286,1034,200040350,1310,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D209,84,1,653,GEN,74012,240100750,1313,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
D210,84,1,653,GEN,74012,240100750,1313,1,0,SPÉCIALISTE EN PÉDIATRIE
D236,84,1,653,GEN,74012,240100750,1313,1,0,ORTHOPTISTE
A207,84,1,CSZ,2,1004,200029999,1314,1,0,RELAIS POSTE
B206,84,1,CSZ,524,1093,200069193,1319,1,0,POISSONNERIE
B313,84,1,CSZ,524,1093,200069193,1319,1,0,MAGASIN D’OPTIQUE
A206,84,1,1120,84,71270,200071371,1320,1,0,BUREAU DE POSTE
A206,84,1,760,2,69123,200042497,1322,1,0,BUREAU DE POSTE
B301,84,1,760,2,69123,200042497,1322,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A507,84,1,CSZ,84,1305,200071371,1323,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A301,84,1,CSZ,80,1093,200069193,1328,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,84,1,CSZ,80,1093,200069193,1328,1,0,COIFFURE
A301,84,1,CSZ,CSZ,1185,200040350,1330,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A205,84,1,1201,84,71270,200071371,1332,1,0,SERVICES FUNÉRAIRES
B305,84,1,1115,2,1333,200069193,1333,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
A507,84,1,CSZ,84,1134,200070555,1334,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A507,84,1,CSZ,80,1053,200071751,1336,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,84,1,CSZ,80,1053,200071751,1336,1,0,TAXI-VTC
E101,84,1,1125,84,1305,200071371,1337,1,0,TAXI-VTC
A205,84,1,CSZ,CSZ,38022,200040350,1338,1,0,SERVICES FUNÉRAIRES
A301,84,1,CSZ,CSZ,38022,200040350,1338,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D201,84,1,CSZ,CSZ,38022,200040350,1338,1,0,MÉDECIN GÉNÉRALISTE
D207,84,1,760,2,69123,200042497,1339,1,0,SPÉCIALISTE EN PSYCHIATRIE
G102,84,1,760,2,69123,200042497,1339,1,0,HÔTEL
A208,84,1,CSZ,84,71270,200070555,1343,1,0,AGENCE POSTALE
A207,84,1,1501,80,1053,200071751,1344,1,0,RELAIS POSTE
B205,84,1,1501,80,1053,200071751,1344,1,0,PRODUITS SURGELÉS
G101,84,1,1303,243,1004,240100883,1345,1,0,AGENCE DE VOYAGE
B305,84,1,760,2,69123,200042497,1347,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
G101,84,1,760,2,69123,200042497,1347,1,0,AGENCE DE VOYAGE
A302,84,1,1127,638,1348,200070118,1348,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
B301,84,1,1127,638,1348,200070118,1348,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
G104,84,1,CSZ,80,1053,200071751,1350,1,0,INFORMATION TOURISTIQUE
B310,84,1,CSZ,CSZ,1348,200070118,1351,1,0,PARFUMERIE-COSMÉTIQUE
B315,84,1,CSZ,CSZ,1348,200070118,1351,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
A301,84,1,CSZ,84,1305,200071371,1352,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B301,84,1,760,2,69123,200042497,1353,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A205,84,1,653,GEN,74012,240100750,1354,1,0,SERVICES FUNÉRAIRES
E101,84,1,CSZ,2,1093,200069193,1356,1,0,TAXI-VTC
A507,84,1,CSZ,GEN,74012,240100750,1360,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A301,84,1,CSZ,2,69123,200042497,1362,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D201,84,1,CSZ,2,69123,200042497,1362,1,0,MÉDECIN GÉNÉRALISTE
D221,84,1,CSZ,2,69123,200042497,1362,1,0,CHIRURGIEN DENTISTE
A206,84,1,1121,243,1004,200029999,1363,1,0,BUREAU DE POSTE
D221,84,1,1121,243,1004,200029999,1363,1,0,CHIRURGIEN DENTISTE
B203,84,1,CSZ,80,1305,200071751,1364,1,0,BOULANGERIE
A507,84,1,CSZ,84,1134,200070555,1365,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,84,1,CSZ,84,1134,200070555,1365,1,0,TAXI-VTC
A507,84,1,CSZ,2,1202,240100883,1366,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,84,1,CSZ,80,1266,200071751,1367,1,0,BOULANGERIE
D201,84,1,CSZ,80,1266,200071751,1367,1,0,MÉDECIN GÉNÉRALISTE
A507,84,1,1501,80,1053,200071751,1369,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D303,84,1,1501,80,1053,200071751,1369,1,0,AMBULANCE
A206,84,1,554,84,71270,200070308,1370,1,0,BUREAU DE POSTE
B203,84,1,554,84,71270,200070308,1370,1,0,BOULANGERIE
F111,84,1,554,84,71270,200070308,1370,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
A301,84,1,CSZ,2,1333,200069193,1371,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D303,84,1,1101,CSZ,1269,200042935,1373,1,0,AMBULANCE
E101,84,1,1101,CSZ,1269,200042935,1373,1,0,TAXI-VTC
A501,84,1,CSZ,80,1053,200071751,1374,1,0,COIFFURE
A301,84,1,CSZ,80,1266,200071751,1375,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,84,1,CSZ,80,1266,200071751,1375,1,0,COIFFURE
B203,84,1,CSZ,80,1266,200071751,1375,1,0,BOULANGERIE
B311,84,1,760,2,69123,240100800,1376,1,0,HORLOGERIE-BIJOUTERIE
A507,84,1,CSZ,2,1443,200069193,1381,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,84,1,CSZ,2,1443,200069193,1382,1,0,TAXI-VTC
A206,84,1,CSZ,2,1053,200069193,1383,1,0,BUREAU DE POSTE
E101,84,1,CSZ,2,1053,200069193,1383,1,0,TAXI-VTC
A01G,84,1,CSZ,243,1004,240100883,1384,1,0,DRFIP ET DDFIP
B301,84,1,CSZ,243,1004,240100883,1384,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
G104,84,1,CSZ,243,1004,240100883,1384,1,0,INFORMATION TOURISTIQUE
A207,84,1,1204,505,1202,240100883,1386,1,0,RELAIS POSTE
D221,84,1,1204,505,1202,240100883,1386,1,0,CHIRURGIEN DENTISTE
D231,84,1,1204,505,1202,240100883,1386,1,0,SAGE-FEMME
D221,84,1,CSZ,CSZ,1305,200071751,1388,1,0,CHIRURGIEN DENTISTE
D303,84,1,CSZ,CSZ,1305,200071751,1388,1,0,AMBULANCE
A207,84,1,CSZ,2,1093,200069193,1389,1,0,RELAIS POSTE
D709,84,1,CSZ,2,1202,240100883,1390,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
B301,84,1,CSZ,CSZ,38247,240100883,1396,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B313,84,1,CSZ,CSZ,38247,240100883,1396,1,0,MAGASIN D’OPTIQUE
D201,84,1,CSZ,CSZ,38247,240100883,1396,1,0,MÉDECIN GÉNÉRALISTE
D201,84,1,CSZ,GEN,1173,240100750,1397,1,0,MÉDECIN GÉNÉRALISTE
A302,84,1,1401,GEN,1173,240100750,1399,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
B304,84,1,1401,GEN,1173,240100750,1399,1,0,MAGASIN DE CHAUSSURES
D201,84,1,1401,GEN,1173,240100750,1399,1,0,MÉDECIN GÉNÉRALISTE
A501,84,1,CSZ,CSZ,71158,200071371,1402,1,0,COIFFURE
B203,84,1,CSZ,CSZ,71158,200071371,1402,1,0,BOULANGERIE
D231,84,1,CSZ,CSZ,38247,240100883,1403,1,0,SAGE-FEMME
F101,84,1,CSZ,CSZ,38247,240100883,1403,1,0,BASSIN DE NATATION
D235,84,1,165,CSZ,74269,200070852,1407,1,0,ORTHOPHONISTE
D242,84,1,165,CSZ,74269,200070852,1407,1,0,DIÉTÉTICIEN
F201,84,1,165,CSZ,74269,200070852,1407,1,0,BAIGNADE AMENAGÉE
D303,84,1,CSZ,CSZ,1457,200069193,1412,1,0,AMBULANCE
A205,84,1,CSZ,CSZ,1185,240100883,1416,1,0,SERVICES FUNÉRAIRES
D113,84,1,CSZ,CSZ,1185,240100883,1416,1,0,MAISON DE SANTÉ PLURIDISCIPLINAIRE
A301,84,1,1127,638,1348,200070118,1420,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,84,1,1127,638,1348,200070118,1420,1,0,BOULANGERIE
B301,84,1,1127,638,1348,200070118,1420,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D231,84,1,1127,638,1348,200070118,1420,1,0,SAGE-FEMME
F101,84,1,1127,638,1348,200070118,1420,1,0,BASSIN DE NATATION
F111,84,1,1127,638,1348,200070118,1420,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
G103,84,1,1127,638,1348,200070118,1420,1,0,CAMPING
G104,84,1,1127,638,1348,200070118,1420,1,0,INFORMATION TOURISTIQUE
A207,84,1,CSZ,243,1004,240100883,1421,1,0,RELAIS POSTE
F113,84,1,CSZ,2,69123,240100800,1424,1,0,TERRAINS DE GRANDS JEUX
D207,84,1,CSZ,80,1053,200071751,1426,1,0,SPÉCIALISTE EN PSYCHIATRIE
D235,84,1,CSZ,80,1053,200071751,1426,1,0,ORTHOPHONISTE
B205,84,1,760,2,69123,200042497,1427,1,0,PRODUITS SURGELÉS
B305,84,1,760,2,69123,200042497,1427,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
B310,84,1,760,2,69123,200042497,1427,1,0,PARFUMERIE-COSMÉTIQUE
D103,84,1,760,2,69123,200042497,1427,1,0,ÉTABLISSEMENT SANTÉ LONG SÉJOUR
D104,84,1,760,2,69123,200042497,1427,1,0,ÉTABLISSEMENT PSYCHIATRIQUE
D401,84,1,760,2,69123,200042497,1427,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
G101,84,1,760,2,69123,200042497,1427,1,0,AGENCE DE VOYAGE
A301,84,1,CSZ,243,1004,200029999,1430,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B103,84,1,CSZ,243,1004,200029999,1430,1,0,GRANDE SURFACE DE BRICOLAGE
A301,84,1,CSZ,CSZ,1305,200071751,1433,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A207,84,1,CSZ,2,1443,200069193,1434,1,0,RELAIS POSTE
B203,84,1,CSZ,2,1443,200069193,1434,1,0,BOULANGERIE
D221,84,1,1103,GEN,1173,240100750,1435,1,0,CHIRURGIEN DENTISTE
A01G,84,1,1128,2,1443,200069193,1443,1,0,DRFIP ET DDFIP
G102,84,1,1128,2,1443,200069193,1443,1,0,HÔTEL
B203,84,1,CSZ,2,69123,200042497,1446,1,0,BOULANGERIE
D221,84,1,1117,2,1244,240100883,1450,1,0,CHIRURGIEN DENTISTE
D703,84,1,1501,80,1053,200071751,1451,1,0,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE
B316,84,1,CSZ,286,1034,200040350,1452,1,0,STATION-SERVICE
G103,84,1,CSZ,286,1034,200040350,1452,1,0,CAMPING
D605,84,1,CSZ,CSZ,1034,200040350,1453,1,0,TRAVAIL PROTÉGÉ
B304,84,1,1109,80,1457,200070555,1457,1,0,MAGASIN DE CHAUSSURES
A507,32,2,CSZ,283,2738,200071785,2002,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,32,2,CSZ,283,2738,200071785,2002,1,0,BOULANGERIE
D231,32,2,CSZ,128,2722,240200477,2003,1,0,SAGE-FEMME
A501,32,2,CSZ,36,51454,240200592,2007,1,0,COIFFURE
A507,32,2,CSZ,128,2722,240200501,2008,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D201,32,2,CSZ,94,2691,200040426,2009,1,0,MÉDECIN GÉNÉRALISTE
A206,32,2,CSZ,128,2795,200071991,2011,1,0,BUREAU DE POSTE
D221,32,2,CSZ,128,2795,200071991,2011,1,0,CHIRURGIEN DENTISTE
B103,32,2,2118,136,2018,200071769,2018,1,0,GRANDE SURFACE DE BRICOLAGE
D235,32,2,2118,136,2018,200071769,2018,1,0,ORTHOPHONISTE
A104,32,2,CSZ,308,2381,240200600,2031,1,0,GENDARMERIE
A507,32,2,CSZ,308,2381,240200600,2031,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D201,32,2,CSZ,308,2381,240200600,2031,1,0,MÉDECIN GÉNÉRALISTE
D235,32,2,CSZ,308,2381,240200600,2031,1,0,ORTHOPHONISTE
D303,32,2,CSZ,308,2381,240200600,2031,1,0,AMBULANCE
A301,32,2,CSZ,CSZ,80410,200071892,2032,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,32,2,CSZ,136,2468,240200469,2039,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,32,2,2302,273,2173,200071785,2041,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D221,32,2,2302,273,2173,200071785,2041,1,0,CHIRURGIEN DENTISTE
D232,32,2,2302,273,2173,200071785,2041,1,0,INFIRMIER
B310,32,2,CSZ,1,2168,200072031,2042,1,0,PARFUMERIE-COSMÉTIQUE
A207,32,2,CSZ,136,2408,240200469,2046,1,0,RELAIS POSTE
B203,32,2,CSZ,CSZ,2738,200071769,2049,1,0,BOULANGERIE
A301,32,2,CSZ,494,2558,240200444,2050,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,32,2,CSZ,CSZ,51217,200072031,2051,1,0,COIFFURE
E101,32,2,CSZ,CSZ,51217,200072031,2051,1,0,TAXI-VTC
D232,32,2,CSZ,128,2018,200071769,2052,1,0,INFIRMIER
E01G,32,2,CSZ,36,51250,240200501,2054,1,0,GARES
D201,32,2,2402,283,2738,200071785,2059,1,0,MÉDECIN GÉNÉRALISTE
B313,32,2,CSZ,94,80410,240200493,2060,1,0,MAGASIN D’OPTIQUE
A506,32,2,2404,128,2722,240200477,2064,1,0,PRESSING-LAVERIE AUTOMATIQUE
B316,32,2,2404,128,2722,240200477,2064,1,0,STATION-SERVICE
F102,32,2,2404,128,2722,240200477,2064,1,0,BOULODROME
A501,32,2,CSZ,494,2558,240200444,2067,1,0,COIFFURE
A301,32,2,CSZ,CSZ,2468,240200444,2068,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,32,2,CSZ,128,2795,200071991,2071,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
F113,32,2,CSZ,128,2795,200071991,2071,1,0,TERRAINS DE GRANDS JEUX
A501,32,2,CSZ,36,51454,240200576,2073,1,0,COIFFURE
G102,32,2,CSZ,36,51454,240200576,2073,1,0,HÔTEL
A301,32,2,CSZ,128,2722,240200477,2077,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D602,32,2,CSZ,273,2173,200071785,2081,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
D603,32,2,CSZ,273,2173,200071785,2081,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
A501,32,2,CSZ,209,2305,200072031,2083,1,0,COIFFURE
E101,32,2,CSZ,1,2163,240200584,2084,1,0,TAXI-VTC
D303,32,2,CSZ,209,2168,200072031,2085,1,0,AMBULANCE
E101,32,2,CSZ,273,2173,200071785,2086,1,0,TAXI-VTC
B203,32,2,2108,128,2722,240200477,2089,1,0,BOULANGERIE
B305,32,2,2108,128,2722,240200477,2089,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
A507,32,2,CSZ,CSZ,60471,200071769,2093,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D221,32,2,CSZ,CSZ,60471,200071769,2093,1,0,CHIRURGIEN DENTISTE
D233,32,2,CSZ,CSZ,60471,200071769,2093,1,0,MASSEUR KINÉSITHÉRAPEUTE
D303,32,2,2401,209,2168,200072031,2094,1,0,AMBULANCE
B304,32,2,2201,571,2095,240200493,2095,1,0,MAGASIN DE CHAUSSURES
E101,32,2,CSZ,209,2168,200072031,2098,1,0,TAXI-VTC
A501,32,2,CSZ,209,2168,200072031,2099,1,0,COIFFURE
B301,32,2,2115,494,2558,240200444,2103,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A501,32,2,CSZ,36,51250,240200592,2106,1,0,COIFFURE
G102,32,2,CSZ,36,51250,240200592,2106,1,0,HÔTEL
D232,32,2,CSZ,136,2408,200071769,2108,1,0,INFIRMIER
B301,32,2,2104,CSZ,2722,240200501,2110,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D201,32,2,CSZ,94,2095,240200493,2112,1,0,MÉDECIN GÉNÉRALISTE
B102,32,2,2401,209,2168,200072031,2114,1,0,SUPERMARCHÉ
D111,32,2,2401,209,2168,200072031,2114,1,0,DIALYSE
F108,32,2,2401,209,2168,200072031,2114,1,0,TERRAIN DE GOLF
F112,32,2,2401,209,2168,200072031,2114,1,0,SALLES SPÉCIALISÉES
F113,32,2,2401,209,2168,200072031,2114,1,0,TERRAINS DE GRANDS JEUX
G102,32,2,2401,209,2168,200072031,2114,1,0,HÔTEL
E01G,32,2,CSZ,209,2305,240200519,2121,1,0,GARES
G104,32,2,CSZ,209,2305,240200519,2121,1,0,INFORMATION TOURISTIQUE
F102,32,2,CSZ,1,2810,200072031,2125,1,0,BOULODROME
B203,32,2,CSZ,CSZ,2381,240200634,2126,1,0,BOULANGERIE
G102,32,2,CSZ,CSZ,2381,240200634,2126,1,0,HÔTEL
A301,32,2,CSZ,308,2381,240200600,2130,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,32,2,CSZ,136,2408,240200576,2133,1,0,BOULANGERIE
B315,32,2,CSZ,136,2408,240200576,2133,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
F102,32,2,CSZ,1,2168,200072031,2137,1,0,BOULODROME
A104,32,2,CSZ,94,59139,240200493,2143,1,0,GENDARMERIE
A501,32,2,CSZ,94,59139,240200493,2143,1,0,COIFFURE
A501,32,2,CSZ,273,2173,200071785,2145,1,0,COIFFURE
A507,32,2,CSZ,136,2408,200043495,2153,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A503,32,2,2403,136,2408,200043495,2157,1,0,AGENCE DE TRAVAIL TEMPORAIRE
B103,32,2,2403,136,2408,200043495,2157,1,0,GRANDE SURFACE DE BRICOLAGE
A207,32,2,CSZ,136,2408,200043495,2158,1,0,RELAIS POSTE
F103,32,2,CSZ,136,2408,200043495,2158,1,0,TENNIS
A301,32,2,CSZ,CSZ,2173,200071769,2159,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B103,32,2,2202,1,2163,240200584,2163,1,0,GRANDE SURFACE DE BRICOLAGE
G103,32,2,2202,1,2163,240200584,2163,1,0,CAMPING
G104,32,2,2202,1,2163,240200584,2163,1,0,INFORMATION TOURISTIQUE
E101,32,2,CSZ,128,2722,240200501,2167,1,0,TAXI-VTC
A104,32,2,2401,209,2168,200072031,2168,1,0,GENDARMERIE
D203,32,2,2401,209,2168,200072031,2168,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
F113,32,2,2401,209,2168,200072031,2168,1,0,TERRAINS DE GRANDS JEUX
F117,32,2,2401,209,2168,200072031,2168,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
A301,32,2,CSZ,CSZ,2468,240200469,2169,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
G104,32,2,CSZ,128,2722,240200519,2172,1,0,INFORMATION TOURISTIQUE
C605,32,2,2302,273,2173,200071785,2173,1,0,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE
D202,32,2,2302,273,2173,200071785,2173,1,0,SPÉCIALISTE EN CARDIOLOGIE
D231,32,2,2302,273,2173,200071785,2173,1,0,SAGE-FEMME
D236,32,2,2302,273,2173,200071785,2173,1,0,ORTHOPTISTE
G104,32,2,2302,273,2173,200071785,2173,1,0,INFORMATION TOURISTIQUE
B203,32,2,CSZ,136,2018,240200501,2174,1,0,BOULANGERIE
E101,32,2,CSZ,1,2810,200072031,2185,1,0,TAXI-VTC
A506,32,2,CSZ,1,2168,240200584,2186,1,0,PRESSING-LAVERIE AUTOMATIQUE
F111,32,2,2401,209,2168,200072031,2187,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
F117,32,2,2401,209,2168,200072031,2187,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
B203,32,2,CSZ,136,2408,240200576,2189,1,0,BOULANGERIE
G103,32,2,CSZ,128,2722,240200501,2195,1,0,CAMPING
D242,32,2,CSZ,94,80410,200071892,2199,1,0,DIÉTÉTICIEN
G104,32,2,CSZ,94,80410,200071892,2199,1,0,INFORMATION TOURISTIQUE
A501,32,2,CSZ,466,2361,240200444,2206,1,0,COIFFURE
A01G,32,2,CSZ,209,2168,200072031,2209,1,0,DRFIP ET DDFIP
D303,32,2,CSZ,209,2168,200072031,2209,1,0,AMBULANCE
D402,32,2,CSZ,209,2168,200072031,2209,1,0,PERSONNES ÂGÉES : SOINS À DOMICILE
G104,32,2,CSZ,209,2168,200072031,2209,1,0,INFORMATION TOURISTIQUE
F109,32,2,CSZ,209,2168,200072031,2213,1,0,PARCOURS SPORTIF/SANTÉ
D201,32,2,CSZ,36,51454,240200592,2215,1,0,MÉDECIN GÉNÉRALISTE
F106,32,2,CSZ,1,2810,200071991,2216,1,0,CENTRE ÉQUESTRE
B102,32,2,CSZ,CSZ,2173,200071769,2217,1,0,SUPERMARCHÉ
D601,32,2,CSZ,CSZ,2173,200071769,2217,1,0,ENFANTS HANDICAPÉS : HÉBERGEMENT
A301,32,2,CSZ,136,2408,240200576,2218,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,32,2,CSZ,136,2408,240200576,2218,1,0,COIFFURE
A501,32,2,CSZ,36,2305,200072031,2220,1,0,COIFFURE
A501,32,2,2404,128,2722,240200477,2226,1,0,COIFFURE
D201,32,2,2404,128,2722,240200477,2226,1,0,MÉDECIN GÉNÉRALISTE
F102,32,2,CSZ,209,2305,200072031,2227,1,0,BOULODROME
D502,32,2,CSZ,136,2408,240200469,2231,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
A301,32,2,CSZ,1,2810,200071991,2232,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F104,32,2,CSZ,1,2810,200071991,2232,1,0,ÉQUIPEMENT DE CYCLISME
F107,32,2,CSZ,1,2810,200071991,2232,1,0,ATHLÉTISME
F113,32,2,CSZ,1,2810,200071991,2232,1,0,TERRAINS DE GRANDS JEUX
F116,32,2,CSZ,1,2810,200071991,2232,1,0,SALLES NON SPÉCIALISÉES
A301,32,2,CSZ,128,2722,200071769,2236,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,32,2,CSZ,136,2408,240200469,2237,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D402,32,2,CSZ,136,2408,240200469,2237,1,0,PERSONNES ÂGÉES : SOINS À DOMICILE
D606,32,2,CSZ,136,2408,240200469,2237,1,0,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE
F113,32,2,CSZ,136,2408,200043495,2238,1,0,TERRAINS DE GRANDS JEUX
A206,32,2,CSZ,209,2168,200072031,2239,1,0,BUREAU DE POSTE
B102,32,2,CSZ,209,2168,200072031,2239,1,0,SUPERMARCHÉ
F102,32,2,CSZ,209,2305,200072031,2241,1,0,BOULODROME
B315,32,2,2404,128,2722,240200477,2243,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
A301,32,2,2404,128,2722,240200477,2245,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F114,32,2,2404,128,2722,240200477,2245,1,0,SALLES DE COMBAT
A501,32,2,CSZ,CSZ,2789,240200634,2256,1,0,COIFFURE
F111,32,2,CSZ,1,2810,200071991,2259,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
A301,32,2,2402,283,2738,200071785,2260,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,32,2,CSZ,128,2722,200071991,2267,1,0,COIFFURE
F103,32,2,CSZ,128,2722,200071991,2267,1,0,TENNIS
A501,32,2,CSZ,1,2163,240200584,2268,1,0,COIFFURE
B305,32,2,CSZ,1,2163,240200584,2268,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
E101,32,2,CSZ,1,2163,240200584,2268,1,0,TAXI-VTC
G102,32,2,CSZ,1,2163,240200584,2268,1,0,HÔTEL
A507,32,2,CSZ,36,51250,200072031,2271,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A507,32,2,CSZ,CSZ,2789,240200444,2276,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A507,32,2,CSZ,128,2722,200071991,2277,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
F106,32,2,CSZ,209,2168,200072031,2280,1,0,CENTRE ÉQUESTRE
A301,32,2,CSZ,94,2691,200040426,2287,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D231,32,2,CSZ,94,2691,200071892,2288,1,0,SAGE-FEMME
F104,32,2,2401,209,2168,200072031,2290,1,0,ÉQUIPEMENT DE CYCLISME
F113,32,2,2401,209,2168,200072031,2290,1,0,TERRAINS DE GRANDS JEUX
F117,32,2,2401,209,2168,200072031,2290,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
D232,32,2,CSZ,94,59139,240200493,2291,1,0,INFIRMIER
D201,32,2,2401,1,2168,200072031,2292,1,0,MÉDECIN GÉNÉRALISTE
F102,32,2,2401,1,2168,200072031,2292,1,0,BOULODROME
F112,32,2,2401,1,2168,200072031,2292,1,0,SALLES SPÉCIALISÉES
B301,32,2,CSZ,CSZ,2789,240200444,2295,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
